pk,shortcode,url,type,format,carousel_count,datetime_utc,date,time,day_of_week,iso_week,month,caption_length,hashtag_count,likes,comments,views,interactions,engagement_per_view,caption
3621283157674766238,DJBYdh0Ty-e,https://www.instagram.com/p/DJBYdh0Ty-e/,post,carousel,3,2025-04-29T07:10:14Z,2025-04-29,17:10,Tuesday,2025-W18,2025-04,958,4,123,4,,127,,"Slip into your comfiest PJs and join MoMU for a Pyjama-Themed Movie Night! 🌙🍿 Whether you’re craving heartwarming vibes or a spooky thrill, we’ve got the perfect movie for you.  Non-MoMU members are WELCOMED – bring your friends along!  📅 Date: 6th May 2025 (Tuesday) 🕡 Time: 6:30 PM – 9:15 PM 📍 Location: Malaysian Theatre & Singapore Theatre (Glyn Davis Building, Level B1) 💸 Ticket Fee: $5 (MoMU Members) / $7 (Non-Members) 🧸 Dress Code: Comfy pyjamas encouraged!   ✨ We’ll be screening two movies simultaneously in separate theatres, pick your movie of choice:  How To Make Millions Before Grandma Dies – Malaysian Theatre The Conjuring – Singapore Theatre ⏰ Registration opens at 6:30 PM, and movies will begin promptly at 7:00 PM 🧃 Complimentary snacks and drinks provided !! So grab your fluffiest blanket, your softest slippers, and come chill with us! 🎬🛌   🔗 link in bio to sign up, SEE YOU THERE 😍  #momu #unimelb #malaysiansinmelbourne #movienight"
3622017787612819959,DJD_fzQzvH3,https://www.instagram.com/p/DJD_fzQzvH3/,post,image,,2025-04-30T07:29:48Z,2025-04-30,17:29,Wednesday,2025-W18,2025-04,546,5,64,3,,67,,"Ready to learn about your visa options while enjoying some delicious BBQ? We’ve got you covered!  Join MoMU x YNJ for a chill BBQ, fun games plus an insightful visa seminar and workshop. It’s the perfect mix of good food, great company, and helpful info. 🌯🍔  🗓 Date: 9th May 2025 ⏰ Time: 3:30PM – 7PM 📍 Location: Alan Gilbert 109 @ Alan Gilbert  🎉 FREE ENTRY + FREE FOOD + FUN GAMES   🔗 LINK IN BIO TO SIGN UP  Don’t miss out! Grab your friends and let’s kick back, eat, and plan for the future. See you there! 👀🔥  #momuians #momu #ynj #visa #bbq"
3622108882836767188,DJEUNaTRcHU,https://www.instagram.com/reel/DJEUNaTRcHU/,reel,video,,2025-04-30T10:30:47Z,2025-04-30,20:30,Wednesday,2025-W18,2025-04,0,0,148,5,16679,153,0.0092,
3622848574989669007,DJG8ZWTShKP,https://www.instagram.com/reel/DJG8ZWTShKP/,reel,video,,2025-05-01T11:00:25Z,2025-05-01,21:00,Thursday,2025-W18,2025-05,0,0,109,4,16125,113,0.007,
3623590971017188519,DJJlMoeytSn,https://www.instagram.com/reel/DJJlMoeytSn/,reel,video,,2025-05-02T11:35:26Z,2025-05-02,21:35,Friday,2025-W18,2025-05,0,0,127,17,7822,144,0.0184,
3624173983114250758,DJLpwkzvMoG,https://www.instagram.com/p/DJLpwkzvMoG/,post,carousel,5,2025-05-03T06:53:47Z,2025-05-03,16:53,Saturday,2025-W18,2025-05,312,7,163,7,,170,,MoMU Easter Camp 2025 Photo Dump!! 🏕️⭐️ do u spot urself there?? 😚 we hope u had the best time at our camp this year as much as we had hosting u 🤍 we alr can’t wait for the next one hehe 😛 SEE YOU GUYS AT OUR NEXT EVENT AND THANK U FOR COMING 🥹💫  #fyp #explore #camp #easter #malaysianinmelbourne #momu #momuians
3624962771441294451,DJOdG9Lxhxz,https://www.instagram.com/reel/DJOdG9Lxhxz/,reel,video,,2025-05-04T09:00:57Z,2025-05-04,19:00,Sunday,2025-W18,2025-05,0,0,57,0,4279,57,0.0133,
3625779662015831411,DJRW2R0Sh1z,https://www.instagram.com/reel/DJRW2R0Sh1z/,reel,video,,2025-05-05T12:03:58Z,2025-05-05,22:03,Monday,2025-W19,2025-05,0,0,110,21,5607,131,0.0234,
3627162036037064342,DJWRKd8xZaW,https://www.instagram.com/reel/DJWRKd8xZaW/,reel,video,,2025-05-07T09:50:30Z,2025-05-07,19:50,Wednesday,2025-W19,2025-05,0,0,88,3,6621,91,0.0137,
3627945160265895063,DJZDObOPwyX,https://www.instagram.com/reel/DJZDObOPwyX/,reel,video,,2025-05-08T11:46:26Z,2025-05-08,21:46,Thursday,2025-W19,2025-05,0,0,115,5,8884,120,0.0135,
3630769424140348463,DJjFY37PCwv,https://www.instagram.com/p/DJjFY37PCwv/,post,carousel,8,2025-05-12T09:17:45Z,2025-05-12,19:17,Monday,2025-W20,2025-05,152,5,146,4,,150,,Introducing MoMU’s 2025 Sponsors!! 🤩💫 We hope you enjoy using exclusive perks from our partners ❤️   #momuians #sponsors #momu #explorepage #sponsorship
3631573438705624149,DJl8M01yuRV,https://www.instagram.com/reel/DJl8M01yuRV/,reel,video,,2025-05-13T11:55:10Z,2025-05-13,21:55,Tuesday,2025-W20,2025-05,0,0,101,10,4987,111,0.0223,
3632264870995094827,DJoZafVyu0r,https://www.instagram.com/reel/DJoZafVyu0r/,reel,video,,2025-05-14T10:48:56Z,2025-05-14,20:48,Wednesday,2025-W20,2025-05,0,0,92,5,9255,97,0.0105,
3637269952496833148,DJ6LcAuxpJ8,https://www.instagram.com/reel/DJ6LcAuxpJ8/,reel,video,,2025-05-21T08:33:08Z,2025-05-21,18:33,Wednesday,2025-W21,2025-05,0,0,124,7,8143,131,0.0161,
3640069584968945307,DKEIABpxw6b,https://www.instagram.com/reel/DKEIABpxw6b/,reel,video,,2025-05-25T05:15:30Z,2025-05-25,15:15,Sunday,2025-W21,2025-05,0,0,117,0,7054,117,0.0166,
3642274560033557031,DKL9WotPgon,https://www.instagram.com/p/DKL9WotPgon/,post,image,,2025-05-28T06:16:24Z,2025-05-28,16:16,Wednesday,2025-W22,2025-05,358,6,67,2,,69,,looking to LOCK IN with your friends this swotvac??🔏📖 look no further as we got YOU covered 🤩💫 join us for a productive session in collaboration with @masca_victoria happening next week on 4th June!! 📅 and don’t worry if you get peckish cuz we’ll make sure you are fueled up with FREE SNACKS (yummy) 😋🍫  #unimelb#masca #momu #malaysiansinmelb #study #swotvac
3645272763574605744,DKWnEPWRVew,https://www.instagram.com/reel/DKWnEPWRVew/,reel,video,,2025-06-01T09:33:17Z,2025-06-01,19:33,Sunday,2025-W22,2025-06,0,0,128,2,8678,130,0.015,
3645956126140101542,DKZCceVPXOm,https://www.instagram.com/p/DKZCceVPXOm/,post,image,,2025-06-02T08:11:01Z,2025-06-02,18:11,Monday,2025-W23,2025-06,942,9,84,6,,90,,"🌐💿 CALLING ALL COOL KIDS OF THE 2000s 💿🌐 Can’t wait for when exams are DONE, stress is OUT and it’s time to throw it way back? 👖🕶  MoMU x MINT are bringing you the ultimate Y2K End of Exams Party. A night of glitz, nostalgia and chaos (in the best way possible). Think lowrise jeans, Tamagotchis and iconic 2000s bangers 🎶🔥  Grab your early bird tickets, butterfly clips, baggy jeans & Y2K vibes now! Because we’re partying like it’s 2005!💋  Event Details‼️  🗓 Friday, 27th June 2025 📍 District 1, 228A Malvern Rd, Prahran VIC  🎫 Entry: Ticket Validity is from 8pm to 9.30pm but buyers can stay till late (NOTE: for any entry after 9.30pm, tickets need to be repurchased at the door)   🎟 Tickets: • Early Bird – $20 (till 11/6) • Standard – $25 (till 19/6) • Final Release – $30 (till 27/6)  Purchase your tickets through the link in our bio 🔗  #fyp #y2k #malaysiansinmelb #eoxparty #eox #unimelb #universityofmelbourne #clubbing #unimelbmint"
3646706521410576555,DKbtEKYxyCr,https://www.instagram.com/reel/DKbtEKYxyCr/,reel,video,,2025-06-03T09:01:55Z,2025-06-03,19:01,Tuesday,2025-W23,2025-06,0,0,72,1,8645,73,0.0084,
3649701792436510056,DKmWHF6SN1o,https://www.instagram.com/reel/DKmWHF6SN1o/,reel,video,,2025-06-07T12:12:58Z,2025-06-07,22:12,Saturday,2025-W23,2025-06,0,0,95,5,5001,100,0.02,
3651096393030189139,DKrTNM7RkBT,https://www.instagram.com/reel/DKrTNM7RkBT/,reel,video,,2025-06-09T10:23:48Z,2025-06-09,20:23,Monday,2025-W24,2025-06,0,0,85,2,8237,87,0.0106,
3653246031803269240,DKy7-kCvUB4,https://www.instagram.com/p/DKy7-kCvUB4/,post,image,,2025-06-12T09:34:45Z,2025-06-12,19:34,Thursday,2025-W24,2025-06,214,6,48,0,,48,,"✨📚 Wishing all students the best of luck in your exams! You’ve got this 💪🔥 Stay locked in, stay hydrated 📝🧋MoMU is cheering you on all the way! 🎉🌟  #momuians #unimelb #universityofmelbourne #swotvac #grindtime #fyp"
3654539240811029796,DK3iBOyRGUk,https://www.instagram.com/reel/DK3iBOyRGUk/,reel,video,,2025-06-14T04:24:07Z,2025-06-14,14:24,Saturday,2025-W24,2025-06,0,0,287,2,9884,289,0.0292,
3654690272295893501,DK4EXB0Rbn9,https://www.instagram.com/p/DK4EXB0Rbn9/,post,image,,2025-06-14T09:24:12Z,2025-06-14,19:24,Saturday,2025-W24,2025-06,680,7,56,2,,58,,"🚨 ATTENTION MOMUIANS 🚨 Our sponsor, @cornerstoneglobalconsulting , is having a Labubu Blind Box Giveaway! Stand a chance to get one of these cuties following the instructions below 😋    🤞🏻 Guaranteed Authentic: Purchased from the Official Pop Mart Flagship Store 📍  ⭐️ Series: Lazy Yoga + One Piece  ✍️ How to Participate: 1. Signing UP – get one for FREE! (Limited stock, first come, first served)  2. Or follow us for a chance to WIN! Invite friends = extra draw entries 🤍   Don‘t miss out 🥰 – these babies are waiting for you! Scan the QR code on the poster to add us on WhatsApp and join!   #australia #melbourne #melbournelife #labubu #labubupopmart #melbournelabubu #explore"
3658969932974287849,DLHRcSaxGvp,https://www.instagram.com/reel/DLHRcSaxGvp/,reel,video,,2025-06-20T07:07:07Z,2025-06-20,17:07,Friday,2025-W25,2025-06,0,0,121,4,9506,125,0.0131,
3665581941518146752,DLew1rPRpzA,https://www.instagram.com/reel/DLew1rPRpzA/,reel,video,,2025-06-29T10:04:00Z,2025-06-29,20:04,Sunday,2025-W26,2025-06,0,0,72,1,6087,73,0.012,
3670714132719771800,DLw_w4wxKCY,https://www.instagram.com/reel/DLw_w4wxKCY/,reel,video,,2025-07-06T12:00:44Z,2025-07-06,22:00,Sunday,2025-W27,2025-07,0,0,101,8,8112,109,0.0134,
3676534173041702343,DMFrFnsvDXH,https://www.instagram.com/reel/DMFrFnsvDXH/,reel,video,,2025-07-14T12:44:07Z,2025-07-14,22:44,Monday,2025-W29,2025-07,0,0,111,5,10292,116,0.0113,
3677137261008581627,DMH0NtIxPP7,https://www.instagram.com/reel/DMH0NtIxPP7/,reel,video,,2025-07-15T08:42:21Z,2025-07-15,18:42,Tuesday,2025-W29,2025-07,0,0,65,1,9059,66,0.0073,
3677854232397897162,DMKXPAxvl3K,https://www.instagram.com/p/DMKXPAxvl3K/,post,image,,2025-07-16T08:26:51Z,2025-07-16,18:26,Wednesday,2025-W29,2025-07,424,4,72,0,,72,,"🐯✨Feeling sejuk? Come warm up with MoMU at our Lepak Night!  Whether you’re a freshie or a returning student, it‘s the perfect chance to makan and make friends 🇲🇾💛  📅 Date: 29th July 2025 (Tuesday) ⏰ Time: 5:30 PM – 8:30 PM 📍 Location: 380 Melbourne 🎟️ Ticket Fee: $10 (MoMU Members) / $15 (Non-Members) 🍛 Food will be provided!  🔗Link in bio to sign up – SEE YOU THERE 👀  #momuians #unimelb #freshers #malaysiansinmelbourne"
3680808727390652778,DMU3AkqRwlq,https://www.instagram.com/reel/DMU3AkqRwlq/,reel,video,,2025-07-20T10:16:54Z,2025-07-20,20:16,Sunday,2025-W29,2025-07,0,0,148,0,11848,148,0.0125,
3682185261640829108,DMZv_yFR8i0,https://www.instagram.com/reel/DMZv_yFR8i0/,reel,video,,2025-07-22T07:51:50Z,2025-07-22,17:51,Tuesday,2025-W30,2025-07,0,0,55,3,6514,58,0.0089,
3682934725707850202,DMcaZ64xGHa,https://www.instagram.com/reel/DMcaZ64xGHa/,reel,video,,2025-07-23T08:40:53Z,2025-07-23,18:40,Wednesday,2025-W30,2025-07,0,0,80,1,6914,81,0.0117,
3683763506102548469,DMfW2Qxyjf1,https://www.instagram.com/reel/DMfW2Qxyjf1/,reel,video,,2025-07-24T12:07:31Z,2025-07-24,22:07,Thursday,2025-W30,2025-07,0,0,61,0,5262,61,0.0116,
3688137103545179691,DMu5Sezv54r,https://www.instagram.com/reel/DMu5Sezv54r/,reel,video,,2025-07-30T12:57:04Z,2025-07-30,22:57,Wednesday,2025-W31,2025-07,0,0,65,9,6778,74,0.0109,
3688861958087230487,DMxeGgNPcQX,https://www.instagram.com/p/DMxeGgNPcQX/,post,carousel,2,2025-07-31T12:57:15Z,2025-07-31,22:57,Thursday,2025-W31,2025-07,474,6,96,1,,97,,🚨 ANNOUNCEMENT 🚨 We are proud to introduce our panelist lineup for the upcoming Asia-Pacific Careers and Connections event 🌍👩‍💼💰 . Swipe to see the talented group of speakers who will be sharing their insightful career experiences 📊 and advice they have for us moving towards the future of employment! 🤩💫 The perfect opportunity to learn so much and make many new connections 🤝✨   🔗 LINK IN BIO TO SIGN UP ✍️ SEE YOU THERE!!   #networking #panel #momu #mint #unimelb #career
3690779877025593406,DM4SL5aRTg-,https://www.instagram.com/reel/DM4SL5aRTg-/,reel,video,,2025-08-03T04:27:48Z,2025-08-03,14:27,Sunday,2025-W31,2025-08,0,0,100,3,10494,103,0.0098,
3691775653918411557,DM70mW6Pgsl,https://www.instagram.com/p/DM70mW6Pgsl/,post,carousel,3,2025-08-04T13:26:14Z,2025-08-04,23:26,Monday,2025-W32,2025-08,306,8,143,10,,153,,throwback sunday ☀️ snippets from our wonderful time making drinks for u guys at Tiga’s Kopitiam! 🐯☕️ thank u @umsuintl for having us and we can’t wait to see ur lovely faces 🥰 again @dma_deakin ‘s Pasar Project‼️   #throwback #photodump #momuians #umsui #unimelb #nightmarket #pasar #malaysiansinmelbourne
3694614371356975199,DNF6DIiySBf,https://www.instagram.com/reel/DNF6DIiySBf/,reel,video,,2025-08-08T11:26:15Z,2025-08-08,21:26,Friday,2025-W32,2025-08,0,0,101,4,6280,105,0.0167,
3696045895851161306,DNK_ijnv7ba,https://www.instagram.com/p/DNK_ijnv7ba/,post,image,,2025-08-10T10:50:27Z,2025-08-10,20:50,Sunday,2025-W32,2025-08,555,0,113,19,,132,,"Get your masks ready and play irl dress to impress at MoMU‘s masquerade party held at The Emerald Peacock 🦚 🎭  Not only will the night be full of dancing and laughter but we’ll also be crowning our Masquerade Royalty 👑✨ with categories like best dressed, party animal and funniest mask!   📅 Date: Friday, 5th September 2025 ⏰ Time: 7:00 PM – 11:00 PM 📍 Location: The Emerald Peacock 🎟️ Ticket Price: $70 (MoMU Members) / $80 (Non-Members) 🍸 Includes food, welcome drink and more (details in sign up form) 👗 Formal dress code (fancy face masks encouraged!)"
3697563836807417213,DNQYrgTPI19,https://www.instagram.com/p/DNQYrgTPI19/,post,carousel,6,2025-08-12T13:06:19Z,2025-08-12,23:06,Tuesday,2025-W33,2025-08,264,6,326,17,,343,,"introducing our 24/25 MoMU committee with all smiles! 🤩⭐️ this year we are so blessed to have such a talented board of executives, directors and officers 🤍 here are the lovely faces behind our club 😙  #momuians #fyp #committee #momu #unimelb #malaysiansinmelbourne"
3698229713706849766,DNSwFSfSpXm,https://www.instagram.com/reel/DNSwFSfSpXm/,reel,video,,2025-08-13T11:09:17Z,2025-08-13,21:09,Wednesday,2025-W33,2025-08,0,0,98,12,7768,110,0.0142,
3702527653001964363,DNiBUiYPitL,https://www.instagram.com/p/DNiBUiYPitL/,post,image,,2025-08-19T09:28:32Z,2025-08-19,19:28,Tuesday,2025-W34,2025-08,714,0,39,7,,46,,"💰 Aspiring accountants - this one’s for you!  MoMU and MICPA are bringing you an exclusive webinar 🔥 where you’ll discover how to kickstart your career in accounting after graduating, and the journey to becoming a Chartered Accountant.  Hear directly from professionals and MICPA alumni who have gone through the programme themselves, and get practical insights into career opportunities in Malaysia’s accounting industry.  📅 Date: 29th August 2025 (Friday) ⏰ Time: 4PM – 6PM AEST  📍 Online Webinar  🎓 Perfect for students in Accounting, Commerce, and Business degrees who want to explore their future pathways.  ✨ Open to all – MoMU members and non-members are welcome!  🔗 Link in bio to sign up – SEE YOU THERE 👀"
3703258823017224512,DNknkdhRdlA,https://www.instagram.com/reel/DNknkdhRdlA/,reel,video,,2025-08-20T09:41:14Z,2025-08-20,19:41,Wednesday,2025-W34,2025-08,0,0,65,0,6619,65,0.0098,
3703926309983246554,DNm_VrMxlja,https://www.instagram.com/reel/DNm_VrMxlja/,reel,video,,2025-08-21T07:47:24Z,2025-08-21,17:47,Thursday,2025-W34,2025-08,0,0,39,3,4184,42,0.01,
3705510347510000142,DNsngdG3ioO,https://www.instagram.com/reel/DNsngdG3ioO/,reel,video,,2025-08-23T12:14:37Z,2025-08-23,22:14,Saturday,2025-W34,2025-08,0,0,62,14,5971,76,0.0127,
3707516430768585773,DNzvozu4rwt,https://www.instagram.com/reel/DNzvozu4rwt/,reel,video,,2025-08-26T06:40:20Z,2025-08-26,16:40,Tuesday,2025-W35,2025-08,0,0,46,9,4200,55,0.0131,
3708300070234552562,DN2h0Q24vjy,https://www.instagram.com/p/DN2h0Q24vjy/,post,image,,2025-08-27T08:37:18Z,2025-08-27,18:37,Wednesday,2025-W35,2025-08,558,8,64,0,,64,,"join us for an enchanting evening led by artist Janet Teo (张桂娃) as we learn traditional brush techniques and create our very own masterpieces. all materials — brushes, silk fan/card, and coloured ink — are provided ✨  📅 Date: 12th September 2025 🕕 Time: 6–8PM 📍 Alan Gilbert, University of Melbourne 💵 $15 (MoMU Member) | $20 (Non-member)  🎨 don’t miss this chance to immerse yourself in art, culture, and creativity! limited spots available — secure yours today.  #momu #unimelb #momuians #chineseinkpainting #caligraphy #uni #malaysiansinmelbourne #culture"
3709006448199544292,DN5CbamkS3k,https://www.instagram.com/reel/DN5CbamkS3k/,reel,video,,2025-08-28T08:00:44Z,2025-08-28,18:00,Thursday,2025-W35,2025-08,0,0,71,6,3860,77,0.0199,
3710612360890668136,DN-vkhWD9Ro,https://www.instagram.com/reel/DN-vkhWD9Ro/,reel,video,,2025-08-30T13:11:24Z,2025-08-30,23:11,Saturday,2025-W35,2025-08,0,0,84,8,6011,92,0.0153,
3711038377253909094,DOAQb4AD7Jm,https://www.instagram.com/p/DOAQb4AD7Jm/,post,image,,2025-08-31T03:17:50Z,2025-08-31,13:17,Sunday,2025-W35,2025-08,420,6,98,0,,98,,"🎶 Tanggal tiga puluh satu, Bulan lapan, Lima puluh tujuh 🎶   🇲🇾 SELAMAT HARI MERDEKA ‼️ Today we celebrate Malaysia’s 68th Independence Day 💪– a day of unity, pride, and reflection on how far we’ve come as a nation. From the streets of Kuala Lumpur to the hearts of Malaysians in Melbourne, the spirit of Merdeka lives on wherever we go ❤️✨   #malaysiansinmelbourne #merdeka #momuians #unimelb #malaysia #independenceday"
3713395150975752205,DOIoTckkVgN,https://www.instagram.com/p/DOIoTckkVgN/,post,image,,2025-09-03T09:20:19Z,2025-09-03,19:20,Wednesday,2025-W36,2025-09,608,8,77,5,,82,,"GO GO TIGAS!! 🐯   Our annual MoMUlympics event is back and we’re bringing to u the best line up ever: Captain’s Ball 🪑, Basketball 🏀 and Volleyball 🏐 !! With the coolest prizes up for grabs and some good friendly competition, what are yall waiting for?? GRAB UR TEAM AND GO 🏃‍♀️🏃   ✨ Individual sign-ups are also welcomed!! Just make sure to register using the individual form ✍️   🔗 REGISTER NOW THROUGH THE LINK IN OUR BIO SEE U THERE ‼️   📅 Sat 20 Sept | 11AM–4PM 📍 State Sports Centre, Parkville 🎟️ $15 Members | $18 Non-Members  #momuians #momu #olympics #sportsday #volleyball #basketball #unimelb #uni"
3714218099534156855,DOLja7JD1Q3,https://www.instagram.com/reel/DOLja7JD1Q3/,reel,video,,2025-09-04T12:35:22Z,2025-09-04,22:35,Thursday,2025-W36,2025-09,0,0,84,7,7646,91,0.0119,
3715640351689526221,DOQmzarj8vN,https://www.instagram.com/reel/DOQmzarj8vN/,reel,video,,2025-09-06T11:41:07Z,2025-09-06,21:41,Saturday,2025-W36,2025-09,0,0,78,5,6743,83,0.0123,
3717011976850857631,DOVerMKEV6f,https://www.instagram.com/reel/DOVerMKEV6f/,reel,video,,2025-09-08T09:06:17Z,2025-09-08,19:06,Monday,2025-W37,2025-09,0,0,109,6,7157,115,0.0161,
3718579339953944866,DObDDUzD7ki,https://www.instagram.com/p/DObDDUzD7ki/,post,image,,2025-09-10T13:00:22Z,2025-09-10,23:00,Wednesday,2025-W37,2025-09,587,5,47,0,,47,,"🌟 Thinking of stepping up as a leader in MoMU? 🌟  Join us at our Pre-AGM to learn everything you need to know about running for committee roles! Whether you’re interested in being part of our Publicity, Sponsorship, or Activities teams, or aiming for an Executive role (President, VP, Secretary, Treasurer) — this is your chance to get briefed and ask questions before nominations open.  📅 Date: 14th September 2025 🕙 Time: 10am – 12pm 📍 Venue: Forum Theater  Come along and take the first step toward shaping the future of MoMU ✨🇲🇾  #momu #malaysiansofmelbourne #momuians #unimelb #club"
3719301239508252721,DOdnMWJjzgx,https://www.instagram.com/reel/DOdnMWJjzgx/,reel,video,,2025-09-11T12:54:39Z,2025-09-11,22:54,Thursday,2025-W37,2025-09,0,0,59,0,4823,59,0.0122,
3720666201430396207,DOidjKAD40v,https://www.instagram.com/reel/DOidjKAD40v/,reel,video,,2025-09-13T10:06:35Z,2025-09-13,20:06,Saturday,2025-W37,2025-09,0,0,97,9,6635,106,0.016,
3722640776582113136,DOpehAaj6dw,https://www.instagram.com/p/DOpehAaj6dw/,post,image,,2025-09-16T03:29:44Z,2025-09-16,13:29,Tuesday,2025-W38,2025-09,337,6,64,0,,64,,"Selamat Hari Malaysia! 💛🇲🇾  Even from Melbourne, we’re still repping the Malaysian spirit loud and proud 🎉✨ From our endless love for nasi lemak 🌶️🍚 to the muhibbah vibes that keep us together — Malaysia will always be our home 🫶🏽  Happy Malaysia Day MoMUians 🌺✨  #unimelb #malaysiaday #malaysia #satumalaysia #momuians #malaysiansinmelb"
3722950682036112327,DOqk-uXD4vH,https://www.instagram.com/reel/DOqk-uXD4vH/,reel,video,,2025-09-16T13:45:27Z,2025-09-16,23:45,Tuesday,2025-W38,2025-09,0,0,53,2,4674,55,0.0118,
3724005330130292346,DOuUx38E856,https://www.instagram.com/p/DOuUx38E856/,post,carousel,3,2025-09-18T00:40:51Z,2025-09-18,10:40,Thursday,2025-W38,2025-09,218,6,155,0,,155,,it’s time to reminisce on the sparkliest event of the year! 🛥️ 🪩 here’s a recap of all the good mems captured during our MoMU x SSS glitz and glamour cruise party 🥳✨   #momuians #fyp #cruiseparty #sss #unimelb #unilife
3724139011003984412,DOuzLL9ESoc,https://www.instagram.com/reel/DOuzLL9ESoc/,reel,video,,2025-09-18T05:06:26Z,2025-09-18,15:06,Thursday,2025-W38,2025-09,0,0,104,2,10319,106,0.0103,
3724224133111851659,DOvGh4GEaqL,https://www.instagram.com/p/DOvGh4GEaqL/,post,image,,2025-09-18T07:55:34Z,2025-09-18,17:55,Thursday,2025-W38,2025-09,1125,5,69,0,,69,,"The time has come for our 24/25 committee to pass the torch 💗 Join us for MoMU’s Annual General Meeting‼️  📆 Date: 22nd September 2025 (Monday) 📍 Venue: Malaysian Theatre, Glyn Davis Building (Building 133) ⏳ Time: 5:00PM AEST  Whether you’re running for a position or casting your vote, this is your chance to shape the future of MoMU 🤩  Please note that you must register your attendance prior to the AGM start time to be eligible to vote, and stay until the end of the meeting to cast your vote.  Available positions: ⭐ President ⭐ Vice President ⭐ Secretary ⭐ Vice Secretary ⭐ Treasurer ⭐ Activities Director ⭐ Assistant Activities Director ⭐ Sponsorship Director ⭐ Assistant Sponsorship Director ⭐ Publicity Director ⭐ Assistant Publicity Director (Marketing) ⭐ Assistant Publicity Director (Design)  To nominate yourself or a friend, fill out the form via the link in our bio 🔗  During the AGM, you can nominate yourself or others, ask questions to the candidates, and vote for MoMU’s future committee. Come along to support your friends and MoMU members. Be part of the change 💫  #momuians #momu #agm #unimelb #unilife"
3725054585003310307,DOyDWisD_zj,https://www.instagram.com/reel/DOyDWisD_zj/,reel,video,,2025-09-19T11:25:31Z,2025-09-19,21:25,Friday,2025-W38,2025-09,0,0,83,5,7280,88,0.0121,
3726229151469746059,DO2Oau9DzeL,https://www.instagram.com/reel/DO2Oau9DzeL/,reel,video,,2025-09-21T02:19:10Z,2025-09-21,12:19,Sunday,2025-W38,2025-09,0,0,89,4,4873,93,0.0191,
3726626301978588059,DO3ouCMD7Ob,https://www.instagram.com/p/DO3ouCMD7Ob/,post,carousel,5,2025-09-21T15:28:15Z,2025-09-22,01:28,Monday,2025-W39,2025-09,268,3,137,0,,137,,🚨 Attention all MoMUians! Our AGM nominees list is officially out so we hope everyone is absolutely ready to bring their A GAME tmrw‼️   Best of luck to all participants 🤍 We trust that the future of MoMU will be in good hands 🙌  #momuians #momu #malaysiansinmelbourne
3727977734619520591,DO8b_96j95P,https://www.instagram.com/reel/DO8b_96j95P/,reel,video,,2025-09-23T12:13:18Z,2025-09-23,22:13,Tuesday,2025-W39,2025-09,0,0,106,2,8424,108,0.0128,
3730006886306646814,DPDpYAsEYse,https://www.instagram.com/reel/DPDpYAsEYse/,reel,video,,2025-09-26T07:24:52Z,2025-09-26,17:24,Friday,2025-W39,2025-09,0,0,52,1,3802,53,0.0139,
3730241512920838959,DPEeuRwD_Mv,https://www.instagram.com/p/DPEeuRwD_Mv/,post,carousel,3,2025-09-26T15:11:02Z,2025-09-27,01:11,Saturday,2025-W39,2025-09,345,3,84,1,,85,,"A TEAM RECAP!! this year was definitely an eventful one with our activities team 🤩😛 so many of our iconic flagship events were hosted on top of newly introduced events such as masquerade night, games night, movie night and more 🤍 we hope yall had as much fun with these events as we had hosting yall 🥹😍  #momuians #unimelb #universityofmelbourne"
3730241963858845447,DPEe01uD98H,https://www.instagram.com/p/DPEe01uD98H/,post,carousel,3,2025-09-26T15:11:56Z,2025-09-27,01:11,Saturday,2025-W39,2025-09,294,3,82,3,,85,,"S TEAM RECAP!! with many more corporate sponsors and club collabs this year 🙇🏻‍♀️🙇🏻, we hope we brought u nights of networking with lifelong linked in connections, friendships and more 🥳🧐 not to mention,cheaper food and drinks with our momu card too 😛  #momuians #unimelb #universityofmelbourne"
3730242202414074914,DPEe4T5D8wi,https://www.instagram.com/p/DPEe4T5D8wi/,post,carousel,3,2025-09-26T15:12:24Z,2025-09-27,01:12,Saturday,2025-W39,2025-09,343,3,94,5,,99,,"P TEAM RECAP!! hopping from being behind the camera to getting our hands dirty in the kitchen ☕️, we hope yall enjoyed our kopitiam as much as we had fun serving yall 🧚🏻‍♀️🐯 we even branched out to be a vendor at UMSUi Night Market and Pasar Project 🤩⭐️ (hopefully we can permanently open soon, jk 🤍)  #momuians #unimelb #universityofmelbourne"
3730242775372776352,DPEfApgD8Og,https://www.instagram.com/p/DPEfApgD8Og/,post,carousel,3,2025-09-26T15:13:32Z,2025-09-27,01:13,Saturday,2025-W39,2025-09,359,3,74,0,,74,,"EXCO RECAP!! our engines behind MoMU were taking action this year 💪, from being friendly faces at summerfest and winterfest booths to hosting their very own chinese ink painting event 🎨 they did it all! we hope yall enjoyed our warm hospitality and we served as an inspiration to just how fun our commitee can be ❤️   #unimelb #momuians #universityofmelbourne"
3732228658292667340,DPLijDGETPM,https://www.instagram.com/reel/DPLijDGETPM/,reel,video,,2025-09-29T08:58:33Z,2025-09-29,18:58,Monday,2025-W40,2025-09,0,0,229,29,10284,258,0.0251,
